name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
electricity-normalized,vicdemand,45312,0.3958,0.0972,0.0,0.9912,0.4223,0.4229,0.1208,0.1553,0.8949,0.0485,0.0968,0.0522,0.6677,0.0129,0.5019,0.016,0.6617,5.3881,0.0
electricity-normalized,vicdemand,45312,0.3463,0.0913,0.0,1.0,0.423,0.4229,0.1212,0.1499,0.8903,0.0495,0.0989,0.0565,0.6717,0.0174,0.5039,0.0235,0.6638,5.4119,0.0
electricity-normalized,vicdemand,45312,0.3006,0.0863,0.0,1.0,0.4228,0.4229,0.1208,0.1705,0.9482,0.0477,0.0953,0.0539,0.6658,0.0138,0.4998,0.0184,0.6595,5.3863,0.0
electricity-normalized,vicdemand,45312,0.252,0.0811,0.0256,0.9969,0.423,0.4229,0.1205,0.1641,0.9192,0.0484,0.0966,0.0562,0.6672,0.0163,0.5007,0.0216,0.6604,5.4022,0.0
electricity-normalized,vicdemand,45312,0.2029,0.0764,0.0,1.0,0.4227,0.4229,0.1211,0.1568,0.89,0.0486,0.0971,0.053,0.67,0.0142,0.5032,0.0189,0.6631,5.4061,0.0
electricity-normalized,vicdemand,45312,0.153,0.0726,0.0,1.0,0.4227,0.4229,0.121,0.1585,0.8838,0.0489,0.0976,0.0528,0.6678,0.0152,0.501,0.0199,0.661,5.4091,0.0
electricity-normalized,vicdemand,45312,0.101,0.0689,0.0,1.0,0.4229,0.4229,0.1208,0.1591,0.8953,0.0485,0.0968,0.0543,0.6685,0.0162,0.5009,0.0215,0.6608,5.4126,0.0
electricity-normalized,vicdemand,45312,0.0495,0.0656,0.0,1.0,0.423,0.4229,0.1209,0.1627,0.9039,0.0486,0.0971,0.056,0.6678,0.0161,0.501,0.022,0.6608,5.4157,0.0
fried,X4,40768,0.5024,0.0493,0.0,1.0,0.4977,0.493,0.2892,0.0103,-1.2031,0.251,0.503,0.0004,0.0236,0.0003,0.0158,0.0005,0.0235,6.8833,0.0001
fried,X4,40768,0.45,0.0446,0.0,1.0,0.4976,0.494,0.2888,0.0117,-1.1982,0.25,0.5,0.0004,0.0172,0.0002,0.0115,0.0003,0.0172,6.8857,0.0001
fried,X4,40768,0.3939,0.0405,0.0,1.0,0.5002,0.497,0.2893,0.0001,-1.2056,0.252,0.503,0.0011,0.0202,0.0007,0.0135,0.0011,0.0201,6.8881,0.0
fried,X4,40768,0.3487,0.0377,0.0,1.0,0.5012,0.499,0.2893,-0.0041,-1.204,0.251,0.501,0.0005,0.0213,0.0004,0.0143,0.0006,0.0212,6.8882,0.0001
fried,X4,40768,0.295,0.0348,0.0,1.0,0.5029,0.502,0.2887,-0.0103,-1.1992,0.25,0.5,0.0004,0.0232,0.0002,0.0155,0.0004,0.0232,6.891,0.0001
fried,X4,40768,0.2542,0.0329,0.0,1.0,0.5001,0.498,0.2895,-0.003,-1.2029,0.251,0.502,0.0002,0.0214,0.0002,0.0145,0.0003,0.0215,6.8917,0.0
fried,X4,40768,0.2034,0.0308,0.0,1.0,0.5004,0.498,0.2891,-0.0002,-1.2006,0.251,0.501,0.0001,0.0238,0.0,0.016,0.0,0.0238,6.8924,0.0
fried,X4,40768,0.1526,0.029,0.0,1.0,0.4996,0.497,0.2889,0.002,-1.2021,0.251,0.501,0.0006,0.025,0.0004,0.0168,0.0006,0.0251,6.893,0.0001
fried,X4,40768,0.1031,0.0274,0.0,1.0,0.5005,0.498,0.2892,-0.0013,-1.2032,0.251,0.502,0.0006,0.0203,0.0004,0.0137,0.0005,0.0203,6.8944,0.0
fried,X4,40768,0.0503,0.0259,0.0,1.0,0.5004,0.498,0.2891,-0.0022,-1.2028,0.251,0.5,0.0006,0.0204,0.0004,0.0137,0.0007,0.0204,6.8954,0.0
fried,X1,40768,0.5024,0.0493,0.0,1.0,0.5012,0.501,0.2883,-0.006,-1.2009,0.248,0.497,0.0004,0.0092,0.0003,0.0061,0.0005,0.0091,6.8831,0.0
fried,X1,40768,0.45,0.0446,0.0,1.0,0.4995,0.5,0.2886,-0.0018,-1.1934,0.248,0.495,0.0001,0.0121,0.0001,0.0081,0.0001,0.0121,6.886,0.0
fried,X1,40768,0.3939,0.0405,0.0,1.0,0.4993,0.499,0.2882,0.0051,-1.1903,0.247,0.495,0.0003,0.0158,0.0002,0.0106,0.0003,0.0158,6.8879,0.0
fried,X1,40768,0.3487,0.0377,0.0,1.0,0.4999,0.499,0.288,0.0007,-1.1907,0.247,0.495,0.0015,0.01,0.001,0.0066,0.0015,0.0099,6.8894,0.0
fried,X1,40768,0.295,0.0348,0.0,1.0,0.5005,0.502,0.2881,-0.0042,-1.195,0.248,0.496,0.0009,0.0061,0.0006,0.0041,0.0009,0.0061,6.8909,0.0
fried,X1,40768,0.2542,0.0329,0.0,1.0,0.4991,0.498,0.2891,0.0059,-1.1968,0.249,0.498,0.0013,0.0087,0.0009,0.0058,0.0014,0.0087,6.8918,0.0
fried,X1,40768,0.2034,0.0308,0.0,1.0,0.5005,0.501,0.2878,-0.0009,-1.1898,0.247,0.494,0.0009,0.0113,0.0006,0.0075,0.0009,0.0112,6.8928,0.0
fried,X1,40768,0.1526,0.029,0.0,1.0,0.4988,0.499,0.2881,0.0052,-1.1933,0.248,0.496,0.0011,0.0089,0.0007,0.006,0.0011,0.0089,6.8943,0.0
fried,X1,40768,0.1031,0.0274,0.0,1.0,0.4991,0.498,0.2882,0.0059,-1.1933,0.248,0.496,0.0008,0.0096,0.0005,0.0064,0.0007,0.0096,6.8951,0.0
fried,X1,40768,0.0503,0.0259,0.0,1.0,0.4993,0.499,0.2884,0.0035,-1.1964,0.249,0.497,0.0006,0.009,0.0004,0.0061,0.0007,0.009,6.8956,0.0
fried,X2,40768,0.5024,0.0493,0.0,1.0,0.5032,0.506,0.2895,-0.0136,-1.201,0.251,0.503,0.0011,0.0089,0.0008,0.006,0.0012,0.0089,6.8843,0.0001
fried,X2,40768,0.45,0.0446,0.0,1.0,0.5005,0.498,0.2877,0.0158,-1.1913,0.249,0.498,0.0031,0.0155,0.0021,0.0103,0.0031,0.0155,6.8859,0.0001
fried,X2,40768,0.3939,0.0405,0.0,1.0,0.5015,0.501,0.2883,0.004,-1.1971,0.25,0.499,0.0022,0.0156,0.0014,0.0104,0.0021,0.0156,6.8896,0.0
fried,X2,40768,0.3487,0.0377,0.0,1.0,0.5023,0.502,0.2896,-0.0006,-1.208,0.252,0.504,0.0007,0.0088,0.0005,0.0059,0.0007,0.0088,6.8906,0.0001
fried,X2,40768,0.295,0.0348,0.0,1.0,0.5035,0.504,0.2884,-0.0048,-1.1927,0.249,0.499,0.0002,0.0155,0.0002,0.0103,0.0003,0.0155,6.8907,0.0
fried,X2,40768,0.2542,0.0329,0.0,1.0,0.502,0.503,0.2885,-0.005,-1.1967,0.25,0.5,0.0,0.0131,0.0,0.0087,0.0001,0.013,6.8913,0.0
fried,X2,40768,0.2034,0.0308,0.0,1.0,0.5011,0.502,0.2882,0.0021,-1.196,0.249,0.499,0.0008,0.017,0.0005,0.0114,0.0008,0.017,6.8935,0.0
fried,X2,40768,0.1526,0.029,0.0,1.0,0.5014,0.503,0.2879,-0.0,-1.1948,0.25,0.5,0.0014,0.0132,0.0009,0.0088,0.0014,0.0132,6.8945,0.0001
fried,X2,40768,0.1031,0.0274,0.0,1.0,0.5027,0.505,0.2886,-0.0043,-1.198,0.25,0.5,0.0003,0.0102,0.0002,0.0068,0.0002,0.0102,6.8949,0.0
fried,X2,40768,0.0503,0.0259,0.0,1.0,0.5022,0.504,0.2885,-0.0051,-1.1976,0.25,0.5,0.001,0.011,0.0007,0.0074,0.001,0.011,6.8962,0.0
fried,X5,40768,0.5024,0.0493,0.0,1.0,0.4967,0.494,0.2889,0.011,-1.1973,0.249,0.499,0.0009,0.0177,0.0006,0.0119,0.0009,0.0177,6.8824,0.0001
fried,X5,40768,0.45,0.0446,0.0,1.0,0.498,0.497,0.2894,0.0021,-1.2061,0.252,0.503,0.0013,0.0246,0.0008,0.0164,0.0013,0.0245,6.8857,0.0001
fried,X5,40768,0.3939,0.0405,0.0,1.0,0.4977,0.498,0.288,0.0022,-1.1947,0.249,0.497,0.0004,0.0251,0.0003,0.0169,0.0005,0.0251,6.8891,0.0
fried,X5,40768,0.3487,0.0377,0.0,1.0,0.4981,0.497,0.2892,0.004,-1.2052,0.251,0.503,0.0007,0.0206,0.0005,0.0138,0.0007,0.0205,6.8902,0.0
fried,X5,40768,0.295,0.0348,0.0,1.0,0.4988,0.497,0.2892,0.0009,-1.1999,0.251,0.501,0.0016,0.0239,0.001,0.016,0.0015,0.0239,6.8904,0.0
fried,X5,40768,0.2542,0.0329,0.0,1.0,0.4997,0.499,0.2899,-0.003,-1.2062,0.252,0.5038,0.0,0.0189,0.0,0.0127,0.0001,0.0189,6.8918,0.0
fried,X5,40768,0.2034,0.0308,0.0,1.0,0.4975,0.495,0.2892,0.0082,-1.2038,0.251,0.502,0.0002,0.0238,0.0002,0.016,0.0002,0.0238,6.8933,0.0
fried,X5,40768,0.1526,0.029,0.0,1.0,0.4983,0.497,0.2895,0.0016,-1.2055,0.252,0.503,0.0008,0.0208,0.0006,0.0139,0.0009,0.0208,6.8938,0.0
fried,X5,40768,0.1031,0.0274,0.0,1.0,0.4993,0.498,0.289,0.0002,-1.2023,0.251,0.501,0.0003,0.0178,0.0002,0.0119,0.0002,0.0178,6.8952,0.0
fried,X5,40768,0.0503,0.0259,0.0,1.0,0.4985,0.498,0.2891,0.0034,-1.2031,0.251,0.501,0.0001,0.0204,0.0,0.0137,0.0001,0.0204,6.896,0.0
fried,X6,40768,0.5024,0.0493,0.0,1.0,0.5005,0.502,0.2874,-0.0049,-1.1891,0.248,0.496,0.0008,0.0177,0.0006,0.0119,0.0008,0.0177,6.8816,0.0
fried,X6,40768,0.45,0.0446,0.0,1.0,0.5004,0.501,0.2887,-0.005,-1.2051,0.251,0.503,0.0001,0.0246,0.0001,0.0164,0.0001,0.0245,6.8877,0.0
fried,X6,40768,0.3939,0.0405,0.0,1.0,0.4981,0.498,0.2871,0.006,-1.188,0.248,0.496,0.0026,0.0251,0.0017,0.0169,0.0026,0.0251,6.8866,0.0001
fried,X6,40768,0.3487,0.0377,0.0,1.0,0.4989,0.5,0.2876,-0.0009,-1.2002,0.249,0.499,0.0,0.0115,0.0,0.0077,0.0,0.0115,6.8895,0.0
fried,X6,40768,0.295,0.0348,0.0,1.0,0.5007,0.501,0.2873,-0.0049,-1.1901,0.248,0.4962,0.0017,0.0239,0.0011,0.016,0.0016,0.0239,6.8915,0.0
fried,X6,40768,0.2542,0.0329,0.0,1.0,0.4995,0.5,0.288,-0.0035,-1.1963,0.249,0.498,0.0017,0.0189,0.0012,0.0127,0.0017,0.0189,6.8929,0.0
fried,X6,40768,0.2034,0.0308,0.0,1.0,0.5008,0.502,0.2876,-0.0091,-1.1921,0.249,0.497,0.0002,0.0211,0.0001,0.0141,0.0002,0.0211,6.8926,0.0
fried,X6,40768,0.1526,0.029,0.0,1.0,0.4995,0.5,0.2873,-0.002,-1.192,0.248,0.496,0.0002,0.0208,0.0001,0.0139,0.0002,0.0208,6.8945,0.0
fried,X6,40768,0.1031,0.0274,0.0,1.0,0.5005,0.501,0.2877,-0.0054,-1.1943,0.249,0.498,0.0012,0.0178,0.0008,0.0119,0.0012,0.0178,6.8953,0.0
fried,X6,40768,0.0503,0.0259,0.0,1.0,0.5004,0.501,0.2876,-0.0039,-1.1927,0.249,0.497,0.0004,0.0194,0.0003,0.013,0.0004,0.0195,6.8958,0.0
frogs,MFCCs_13,7195,0.5085,1.0,-0.6441,0.7513,0.1519,0.2008,0.2066,-0.5855,-0.4379,0.1453,0.3226,0.0492,0.9048,0.0484,0.7273,0.0823,0.9048,8.1708,0.0
frogs,MFCCs_13,7195,0.4543,1.0,-0.5635,0.9457,0.1534,0.2009,0.2071,-0.5274,-0.4733,0.1469,0.3289,0.0339,0.9025,0.0367,0.7304,0.0816,0.9079,8.2754,0.0
frogs,MFCCs_13,7195,0.4011,1.0,-0.6441,0.75,0.1496,0.1913,0.2049,-0.5534,-0.4747,0.1481,0.3255,0.0321,0.9009,0.0372,0.7271,0.078,0.9057,8.3685,0.0
frogs,MFCCs_13,7195,0.3514,1.0,-0.6441,0.8254,0.1504,0.199,0.2067,-0.5796,-0.4247,0.1463,0.3249,0.0213,0.9086,0.0307,0.7336,0.0705,0.9097,8.4483,0.0
frogs,MFCCs_13,7195,0.3009,1.0,-0.6441,0.8254,0.1496,0.1926,0.2056,-0.5387,-0.5246,0.1486,0.328,0.0343,0.9027,0.0354,0.7292,0.0788,0.907,8.5232,0.0
frogs,MFCCs_13,7195,0.2516,1.0,-0.6441,0.9457,0.1519,0.2001,0.2056,-0.5439,-0.4462,0.1472,0.3254,0.0384,0.9026,0.037,0.7287,0.0812,0.9065,8.5914,0.0
frogs,MFCCs_13,7195,0.2029,1.0,-0.6441,0.9457,0.1507,0.1967,0.206,-0.5338,-0.4818,0.1474,0.3274,0.0314,0.9043,0.0314,0.7286,0.0711,0.9066,8.6543,0.0
frogs,MFCCs_13,7195,0.1508,1.0,-0.6441,0.9457,0.1506,0.1961,0.2059,-0.5384,-0.4375,0.1469,0.3249,0.0302,0.9034,0.0353,0.7306,0.077,0.9084,8.7177,0.0
frogs,MFCCs_13,7195,0.1017,1.0,-0.6441,0.9457,0.1515,0.1966,0.2059,-0.5391,-0.4301,0.1474,0.3242,0.0326,0.9036,0.0353,0.7304,0.0781,0.908,8.7738,0.0
frogs,MFCCs_13,7195,0.0474,1.0,-0.6441,0.9457,0.1508,0.1968,0.2073,-0.5459,-0.4405,0.1484,0.3276,0.0265,0.9052,0.0335,0.73,0.0745,0.9076,8.8326,0.0
frogs,MFCCs_15,7195,0.5085,1.0,-0.5142,0.6183,-0.1037,-0.1475,0.1863,0.727,-0.2502,0.1257,0.2672,0.0039,0.9048,0.0107,0.7273,0.0437,0.9048,8.1708,0.0
frogs,MFCCs_15,7195,0.4543,1.0,-0.7172,0.6689,-0.1032,-0.1449,0.1883,0.724,-0.1664,0.1284,0.2698,0.0041,0.9025,0.0067,0.7304,0.0361,0.9079,8.2754,0.0
frogs,MFCCs_15,7195,0.4011,1.0,-0.4936,0.6689,-0.1003,-0.1419,0.1863,0.7096,-0.2149,0.1282,0.2721,0.0005,0.9009,0.0031,0.7271,0.0294,0.9057,8.3685,0.0
frogs,MFCCs_15,7195,0.3514,1.0,-0.5784,0.6689,-0.1012,-0.1432,0.1874,0.7175,-0.2437,0.1272,0.2711,0.0081,0.9086,0.0001,0.7336,0.0247,0.9097,8.4483,0.0
frogs,MFCCs_15,7195,0.3009,1.0,-0.5784,0.6689,-0.101,-0.1412,0.1866,0.7095,-0.2116,0.1268,0.2699,0.0001,0.9027,0.0045,0.7292,0.0325,0.907,8.5232,0.0
frogs,MFCCs_15,7195,0.2516,1.0,-0.7172,0.6689,-0.1023,-0.1439,0.1874,0.7174,-0.1788,0.1275,0.2707,0.0074,0.9026,0.0049,0.7287,0.0344,0.9065,8.5914,0.0
frogs,MFCCs_15,7195,0.2029,1.0,-0.7172,0.6689,-0.1013,-0.143,0.187,0.7051,-0.2387,0.1281,0.2726,0.0008,0.9043,0.0009,0.7286,0.0269,0.9066,8.6543,0.0
frogs,MFCCs_15,7195,0.1508,1.0,-0.7172,0.6689,-0.1014,-0.1415,0.1871,0.7135,-0.166,0.1281,0.2727,0.0034,0.9034,0.0045,0.7306,0.0316,0.9084,8.7177,0.0
frogs,MFCCs_15,7195,0.1017,1.0,-0.7172,0.6689,-0.1023,-0.143,0.1867,0.706,-0.212,0.1279,0.2701,0.0001,0.9036,0.0035,0.7304,0.0317,0.908,8.7738,0.0
frogs,MFCCs_15,7195,0.0474,1.0,-0.7172,0.6689,-0.1017,-0.1437,0.1878,0.7102,-0.2227,0.1283,0.2738,0.0045,0.9052,0.0028,0.73,0.0291,0.9076,8.8326,0.0
frogs,MFCCs_22,7195,0.5085,1.0,-0.3793,0.4307,0.0895,0.107,0.123,-0.5252,-0.357,0.0958,0.1936,0.0018,0.8056,0.0573,0.6237,0.0922,0.817,8.1708,0.0
frogs,MFCCs_22,7195,0.4543,1.0,-0.3755,0.4307,0.0885,0.1062,0.1218,-0.4928,-0.513,0.0957,0.1923,0.0306,0.8018,0.069,0.6189,0.1102,0.8127,8.2754,0.0
frogs,MFCCs_22,7195,0.4011,1.0,-0.3525,0.4322,0.0852,0.0983,0.1242,-0.4547,-0.5621,0.0979,0.1956,0.0027,0.8083,0.0631,0.6274,0.0996,0.82,8.3685,0.0
frogs,MFCCs_22,7195,0.3514,1.0,-0.3755,0.3938,0.0874,0.1046,0.1232,-0.4965,-0.5263,0.0965,0.1952,0.0138,0.8091,0.0646,0.6293,0.1031,0.8229,8.4483,0.0
frogs,MFCCs_22,7195,0.3009,1.0,-0.3525,0.4203,0.0872,0.1046,0.1225,-0.4817,-0.5458,0.0955,0.1933,0.0002,0.8062,0.0644,0.6245,0.1024,0.8194,8.5232,0.0
frogs,MFCCs_22,7195,0.2516,1.0,-0.3793,0.4322,0.0888,0.1078,0.1231,-0.4913,-0.4878,0.0958,0.1938,0.0063,0.8071,0.0678,0.6251,0.1076,0.8191,8.5914,0.0
frogs,MFCCs_22,7195,0.2029,1.0,-0.3793,0.4322,0.0868,0.1023,0.1238,-0.4798,-0.5144,0.0965,0.1943,0.0086,0.8107,0.0732,0.6303,0.1153,0.8239,8.6543,0.0
frogs,MFCCs_22,7195,0.1508,1.0,-0.3793,0.4322,0.0878,0.1035,0.1226,-0.4752,-0.4864,0.0959,0.1935,0.0229,0.8033,0.0645,0.622,0.1022,0.8161,8.7177,0.0
frogs,MFCCs_22,7195,0.1017,1.0,-0.3793,0.4322,0.0878,0.1046,0.1233,-0.4855,-0.4866,0.0963,0.1942,0.0099,0.8082,0.0658,0.6267,0.1051,0.82,8.7738,0.0
frogs,MFCCs_22,7195,0.0474,1.0,-0.3793,0.4322,0.0879,0.1058,0.1233,-0.4876,-0.4881,0.0962,0.1941,0.0074,0.8083,0.066,0.6268,0.1047,0.8203,8.8326,0.0
frogs,MFCCs_11,7195,0.5085,1.0,-0.902,0.523,-0.1164,-0.1525,0.1855,0.5454,-0.3955,0.1318,0.2912,0.0225,0.8636,0.0191,0.687,0.0126,0.8789,8.1708,0.0
frogs,MFCCs_11,7195,0.4543,1.0,-0.902,0.5122,-0.1187,-0.1562,0.1877,0.5395,-0.3557,0.1331,0.2954,0.0179,0.8658,0.0193,0.6871,0.0107,0.879,8.2754,0.0
frogs,MFCCs_11,7195,0.4011,1.0,-0.5763,0.5162,-0.1136,-0.1485,0.1845,0.5541,-0.5406,0.1366,0.2977,0.0346,0.8619,0.0253,0.683,0.0223,0.8755,8.3685,0.0
frogs,MFCCs_11,7195,0.3514,1.0,-0.7517,0.523,-0.116,-0.1548,0.1867,0.5683,-0.3972,0.1333,0.2933,0.0024,0.8686,0.0116,0.6913,0.0014,0.8819,8.4483,0.0
frogs,MFCCs_11,7195,0.3009,1.0,-0.902,0.4746,-0.1139,-0.1502,0.186,0.5335,-0.4586,0.135,0.2961,0.0267,0.8669,0.02,0.6912,0.0126,0.8824,8.5232,0.0
frogs,MFCCs_11,7195,0.2516,1.0,-0.902,0.523,-0.1169,-0.1548,0.1866,0.5489,-0.3822,0.1333,0.296,0.0159,0.868,0.0117,0.6912,0.0006,0.8812,8.5914,0.0
frogs,MFCCs_11,7195,0.2029,1.0,-0.902,0.5162,-0.1154,-0.1532,0.1862,0.5324,-0.4433,0.1337,0.2973,0.0271,0.8659,0.0173,0.6889,0.0073,0.8802,8.6543,0.0
frogs,MFCCs_11,7195,0.1508,1.0,-0.902,0.5162,-0.1147,-0.1513,0.1866,0.5313,-0.4199,0.1332,0.2961,0.0151,0.864,0.0176,0.6884,0.013,0.8789,8.7177,0.0
frogs,MFCCs_11,7195,0.1017,1.0,-0.902,0.523,-0.1162,-0.1535,0.1869,0.5516,-0.3871,0.1335,0.2961,0.0227,0.8647,0.0193,0.6887,0.0114,0.8792,8.7738,0.0
frogs,MFCCs_11,7195,0.0474,1.0,-0.902,0.523,-0.1155,-0.1524,0.187,0.5446,-0.411,0.1342,0.2968,0.0207,0.8657,0.0184,0.6892,0.0087,0.8803,8.8326,0.0
frogs,MFCCs_17,7195,0.5085,1.0,-0.4215,0.6812,0.0898,0.1142,0.1373,-0.6134,-0.3171,0.0965,0.1993,0.0188,0.8868,0.077,0.7027,0.1049,0.8897,8.1708,0.0
frogs,MFCCs_17,7195,0.4543,1.0,-0.4058,0.3942,0.0888,0.1128,0.1374,-0.5891,-0.498,0.0981,0.2044,0.0001,0.883,0.0867,0.7013,0.1206,0.8887,8.2754,0.0
frogs,MFCCs_17,7195,0.4011,1.0,-0.3848,0.4496,0.088,0.1136,0.1381,-0.6032,-0.4761,0.097,0.203,0.021,0.881,0.0679,0.7003,0.0945,0.8876,8.3685,0.0
frogs,MFCCs_17,7195,0.3514,1.0,-0.4215,0.6812,0.0894,0.1131,0.1374,-0.5787,-0.399,0.0981,0.2032,0.0101,0.8884,0.085,0.7012,0.1182,0.8897,8.4483,0.0
frogs,MFCCs_17,7195,0.3009,1.0,-0.4215,0.4512,0.0885,0.1126,0.1375,-0.5991,-0.4673,0.0976,0.2026,0.0263,0.8854,0.0749,0.7007,0.1011,0.8898,8.5232,0.0
frogs,MFCCs_17,7195,0.2516,1.0,-0.4215,0.6812,0.0894,0.1135,0.1381,-0.589,-0.4228,0.0977,0.2039,0.0111,0.8822,0.0761,0.6984,0.1042,0.8865,8.5914,0.0
frogs,MFCCs_17,7195,0.2029,1.0,-0.4215,0.6812,0.0883,0.1126,0.138,-0.5797,-0.4333,0.0976,0.2024,0.0088,0.8844,0.0808,0.7,0.111,0.8881,8.6543,0.0
frogs,MFCCs_17,7195,0.1508,1.0,-0.4215,0.6812,0.0883,0.1121,0.1379,-0.5921,-0.3746,0.0977,0.2023,0.0004,0.8802,0.0853,0.7018,0.1177,0.8892,8.7177,0.0
frogs,MFCCs_17,7195,0.1017,1.0,-0.4215,0.6812,0.0887,0.1123,0.1379,-0.5851,-0.4055,0.0977,0.2036,0.0017,0.8817,0.0783,0.7011,0.1087,0.889,8.7738,0.0
frogs,MFCCs_17,7195,0.0474,1.0,-0.4215,0.6812,0.0887,0.1129,0.1381,-0.5831,-0.4335,0.0977,0.2042,0.011,0.8826,0.0769,0.7016,0.1059,0.8893,8.8326,0.0
frogs,MFCCs_9,7195,0.5085,1.0,-0.5873,0.738,0.1298,0.1909,0.1794,-0.9163,0.1192,0.0993,0.2586,0.0137,0.8519,0.0065,0.6654,0.0082,0.8476,8.1708,0.0
frogs,MFCCs_9,7195,0.4543,1.0,-0.5207,0.6427,0.1275,0.1889,0.1796,-0.8978,0.0037,0.0994,0.2605,0.0195,0.8516,0.0167,0.6668,0.0161,0.8496,8.2754,0.0
frogs,MFCCs_9,7195,0.4011,1.0,-0.5873,0.738,0.1262,0.1862,0.1781,-0.9102,0.0931,0.0992,0.2631,0.0057,0.8535,0.0111,0.6619,0.0136,0.8471,8.3685,0.0
frogs,MFCCs_9,7195,0.3514,1.0,-0.5873,0.738,0.13,0.1889,0.176,-0.9134,0.1107,0.0985,0.2528,0.0062,0.8587,0.0001,0.6665,0.0001,0.8504,8.4483,0.0
frogs,MFCCs_9,7195,0.3009,1.0,-0.5873,0.738,0.1265,0.1875,0.1795,-0.9139,0.0606,0.0996,0.2639,0.0052,0.8521,0.0105,0.6661,0.0142,0.8504,8.5232,0.0
frogs,MFCCs_9,7195,0.2516,1.0,-0.5873,0.6427,0.1302,0.1909,0.1785,-0.946,0.1353,0.0978,0.2549,0.0024,0.8509,0.0132,0.6626,0.0121,0.8462,8.5914,0.0
frogs,MFCCs_9,7195,0.2029,1.0,-0.5873,0.738,0.1272,0.1888,0.179,-0.9139,0.099,0.0984,0.2642,0.0051,0.8516,0.0139,0.6609,0.0198,0.846,8.6543,0.0
frogs,MFCCs_9,7195,0.1508,1.0,-0.5873,0.738,0.126,0.1873,0.1793,-0.9063,0.0647,0.0997,0.2641,0.001,0.8564,0.0105,0.6683,0.0129,0.8527,8.7177,0.0
frogs,MFCCs_9,7195,0.1017,1.0,-0.5873,0.738,0.1288,0.1894,0.1787,-0.9231,0.1257,0.0987,0.2578,0.0006,0.8537,0.0104,0.6649,0.0128,0.8478,8.7738,0.0
frogs,MFCCs_9,7195,0.0474,1.0,-0.5873,0.738,0.1279,0.1892,0.1794,-0.9134,0.082,0.0992,0.2635,0.0009,0.8519,0.0118,0.6624,0.0145,0.8465,8.8326,0.0
frogs,MFCCs_12,7195,0.5085,1.0,-0.7994,0.6909,0.0448,0.053,0.1557,-0.1448,1.0578,0.0823,0.1655,0.0313,0.8421,0.0043,0.6915,0.003,0.87,8.1708,0.0
frogs,MFCCs_12,7195,0.4543,1.0,-0.5855,0.6695,0.0427,0.0503,0.1563,-0.1297,0.7687,0.0837,0.1682,0.0518,0.8453,0.0032,0.6959,0.0034,0.8721,8.2754,0.0
frogs,MFCCs_12,7195,0.4011,1.0,-0.6361,0.639,0.0429,0.0501,0.155,-0.0613,0.8138,0.0833,0.168,0.0453,0.8411,0.0018,0.6909,0.0119,0.8681,8.3685,0.0
frogs,MFCCs_12,7195,0.3514,1.0,-0.7994,0.6695,0.0438,0.0514,0.1554,-0.1259,0.944,0.0835,0.1674,0.0516,0.8481,0.0038,0.6959,0.0148,0.8716,8.4483,0.0
frogs,MFCCs_12,7195,0.3009,1.0,-0.7994,0.6695,0.0439,0.0516,0.1554,-0.1076,0.8542,0.0842,0.169,0.06,0.8444,0.005,0.6968,0.0171,0.8729,8.5232,0.0
frogs,MFCCs_12,7195,0.2516,1.0,-0.7994,0.6909,0.0442,0.0517,0.1559,-0.111,0.9671,0.0836,0.167,0.0618,0.8423,0.001,0.6899,0.011,0.8666,8.5914,0.0
frogs,MFCCs_12,7195,0.2029,1.0,-0.7994,0.6909,0.0429,0.0508,0.1563,-0.1274,0.8616,0.0829,0.1664,0.0485,0.8439,0.0057,0.6915,0.0004,0.8676,8.6543,0.0
frogs,MFCCs_12,7195,0.1508,1.0,-0.7994,0.6909,0.0412,0.0506,0.155,-0.1468,0.949,0.083,0.167,0.0564,0.844,0.0062,0.6905,0.0017,0.8671,8.7177,0.0
frogs,MFCCs_12,7195,0.1017,1.0,-0.7994,0.6909,0.044,0.0511,0.1557,-0.1413,0.9694,0.0825,0.1651,0.0502,0.8433,0.0047,0.6899,0.0021,0.8664,8.7738,0.0
frogs,MFCCs_12,7195,0.0474,1.0,-0.7994,0.6909,0.043,0.0511,0.1562,-0.127,0.944,0.0831,0.1663,0.0498,0.8439,0.0017,0.6918,0.0066,0.8683,8.8326,0.0
frogs,MFCCs_14,7195,0.5085,1.0,-0.5904,0.5757,-0.0426,-0.0537,0.1512,0.3916,0.1973,0.0848,0.1723,0.0084,0.8421,0.0234,0.6915,0.0298,0.87,8.1708,0.0
frogs,MFCCs_14,7195,0.4543,1.0,-0.5904,0.5669,-0.0398,-0.0521,0.1529,0.3827,0.1593,0.0852,0.1729,0.0026,0.8453,0.0185,0.6959,0.0229,0.8721,8.2754,0.0
frogs,MFCCs_14,7195,0.4011,1.0,-0.5904,0.5757,-0.0382,-0.0496,0.153,0.3585,0.1565,0.0853,0.1729,0.0104,0.8411,0.0221,0.6909,0.0273,0.8681,8.3685,0.0
frogs,MFCCs_14,7195,0.3514,1.0,-0.5747,0.5757,-0.0403,-0.0508,0.1516,0.3821,0.153,0.0852,0.1728,0.0161,0.8481,0.0199,0.6959,0.025,0.8716,8.4483,0.0
